freq_hz,step_horiz_dB,step_mean_dB,shelf_correction_dB,net_corrected_dB
7467.4693,-6.0103,-6.0124,0.0243,-5.9881
7510.6156,-6.0104,-6.0125,0.0240,-5.9885
7554.0111,-6.0105,-6.0126,0.0237,-5.9889
7597.6574,-6.0106,-6.0127,0.0235,-5.9892
7641.5558,-6.0108,-6.0128,0.0232,-5.9896
7685.7079,-6.0109,-6.0129,0.0229,-5.9900
7730.1151,-6.0110,-6.0130,0.0227,-5.9903
7774.7788,-6.0111,-6.0131,0.0224,-5.9907
7819.7007,-6.0112,-6.0131,0.0222,-5.9910
7864.8821,-6.0113,-6.0132,0.0219,-5.9913
7910.3245,-6.0114,-6.0133,0.0216,-5.9917
7956.0295,-6.0115,-6.0134,0.0214,-5.9920
8001.9986,-6.0116,-6.0135,0.0212,-5.9923
8048.2333,-6.0117,-6.0136,0.0209,-5.9926
8094.7351,-6.0118,-6.0136,0.0207,-5.9930
8141.5056,-6.0119,-6.0137,0.0204,-5.9933
8188.5463,-6.0120,-6.0138,0.0202,-5.9936
8235.8588,-6.0121,-6.0139,0.0200,-5.9939
8283.4447,-6.0122,-6.0140,0.0197,-5.9942
8331.3056,-6.0123,-6.0140,0.0195,-5.9945
8379.4430,-6.0124,-6.0141,0.0193,-5.9948
8427.8585,-6.0125,-6.0142,0.0191,-5.9951
8476.5537,-6.0126,-6.0143,0.0189,-5.9954
8525.5304,-6.0127,-6.0143,0.0186,-5.9957
8574.7899,-6.0128,-6.0144,0.0184,-5.9960
8624.3342,-6.0129,-6.0145,0.0182,-5.9962
8674.1646,-6.0130,-6.0145,0.0180,-5.9965
8724.2830,-6.0130,-6.0146,0.0178,-5.9968
8774.6910,-6.0131,-6.0147,0.0176,-5.9971
8825.3902,-6.0132,-6.0147,0.0174,-5.9973
8876.3823,-6.0133,-6.0148,0.0172,-5.9976
8927.6691,-6.0134,-6.0149,0.0170,-5.9979
8979.2522,-6.0135,-6.0149,0.0168,-5.9981
9031.1334,-6.0136,-6.0150,0.0166,-5.9984
9083.3143,-6.0136,-6.0151,0.0164,-5.9986
9135.7967,-6.0137,-6.0151,0.0162,-5.9989
9188.5823,-6.0138,-6.0152,0.0161,-5.9991
9241.6730,-6.0139,-6.0153,0.0159,-5.9994
9295.0704,-6.0139,-6.0153,0.0157,-5.9996
9348.7763,-6.0140,-6.0154,0.0155,-5.9999
9402.7925,-6.0141,-6.0154,0.0153,-6.0001
9457.1208,-6.0142,-6.0155,0.0152,-6.0003
9511.7630,-6.0142,-6.0156,0.0150,-6.0006
9566.7210,-6.0143,-6.0156,0.0148,-6.0008
9621.9964,-6.0144,-6.0157,0.0147,-6.0010
9677.5913,-6.0145,-6.0157,0.0145,-6.0012
9733.5074,-6.0145,-6.0158,0.0143,-6.0015
9789.7465,-6.0146,-6.0158,0.0142,-6.0017
9846.3106,-6.0147,-6.0159,0.0140,-6.0019
9903.2015,-6.0147,-6.0159,0.0138,-6.0021
9960.4212,-6.0148,-6.0160,0.0137,-6.0023
10017.9714,-6.0149,-6.0161,0.0135,-6.0025
10075.8541,-6.0149,-6.0161,0.0134,-6.0027
10134.0713,-6.0150,-6.0162,0.0132,-6.0029
10192.6249,-6.0151,-6.0162,0.0131,-6.0031
10251.5168,-6.0151,-6.0163,0.0129,-6.0033
10310.7489,-6.0152,-6.0163,0.0128,-6.0035
10370.3233,-6.0153,-6.0164,0.0126,-6.0037
10430.2419,-6.0153,-6.0164,0.0125,-6.0039
10490.5068,-6.0154,-6.0165,0.0123,-6.0041
10551.1198,-6.0154,-6.0165,0.0122,-6.0043
10612.0830,-6.0155,-6.0165,0.0121,-6.0045
10673.3985,-6.0156,-6.0166,0.0119,-6.0047
10735.0682,-6.0156,-6.0166,0.0118,-6.0049
10797.0943,-6.0157,-6.0167,0.0116,-6.0050
10859.4787,-6.0157,-6.0167,0.0115,-6.0052
10922.2236,-6.0158,-6.0168,0.0114,-6.0054
10985.3310,-6.0158,-6.0168,0.0112,-6.0056
11048.8031,-6.0159,-6.0169,0.0111,-6.0057
11112.6419,-6.0159,-6.0169,0.0110,-6.0059
11176.8495,-6.0160,-6.0169,0.0109,-6.0061
11241.4281,-6.0161,-6.0170,0.0107,-6.0062
11306.3799,-6.0161,-6.0170,0.0106,-6.0064
11371.7069,-6.0162,-6.0171,0.0105,-6.0066
11437.4114,-6.0162,-6.0171,0.0104,-6.0067
11503.4956,-6.0163,-6.0172,0.0103,-6.0069
11569.9615,-6.0163,-6.0172,0.0101,-6.0071
11636.8115,-6.0164,-6.0172,0.0100,-6.0072
11704.0477,-6.0164,-6.0173,0.0099,-6.0074
11771.6724,-6.0165,-6.0173,0.0098,-6.0075
11839.6879,-6.0165,-6.0173,0.0097,-6.0077
11908.0963,-6.0165,-6.0174,0.0096,-6.0078
11976.9000,-6.0166,-6.0174,0.0095,-6.0080
12046.1013,-6.0166,-6.0175,0.0094,-6.0081
12115.7023,-6.0167,-6.0175,0.0093,-6.0082
12185.7055,-6.0167,-6.0175,0.0091,-6.0084
12256.1132,-6.0168,-6.0176,0.0090,-6.0085
12326.9277,-6.0168,-6.0176,0.0089,-6.0087
12398.1514,-6.0169,-6.0176,0.0088,-6.0088
12469.7866,-6.0169,-6.0177,0.0087,-6.0089
12541.8356,-6.0169,-6.0177,0.0086,-6.0091
12614.3010,-6.0170,-6.0177,0.0085,-6.0092
12687.1851,-6.0170,-6.0178,0.0084,-6.0093
12760.4903,-6.0171,-6.0178,0.0083,-6.0095
12834.2190,-6.0171,-6.0178,0.0082,-6.0096
12908.3737,-6.0171,-6.0179,0.0082,-6.0097
12982.9569,-6.0172,-6.0179,0.0081,-6.0098
13057.9710,-6.0172,-6.0179,0.0080,-6.0100
13133.4186,-6.0173,-6.0180,0.0079,-6.0101
13209.3020,-6.0173,-6.0180,0.0078,-6.0102
13285.6240,-6.0173,-6.0180,0.0077,-6.0103
13362.3868,-6.0174,-6.0180,0.0076,-6.0104
13439.5933,-6.0174,-6.0181,0.0075,-6.0106
13517.2458,-6.0175,-6.0181,0.0074,-6.0107
13595.3470,-6.0175,-6.0181,0.0073,-6.0108
13673.8994,-6.0175,-6.0182,0.0073,-6.0109
13752.9057,-6.0176,-6.0182,0.0072,-6.0110
13832.3685,-6.0176,-6.0182,0.0071,-6.0111
13912.2905,-6.0176,-6.0182,0.0070,-6.0112
13992.6742,-6.0177,-6.0183,0.0069,-6.0113
14073.5223,-6.0177,-6.0183,0.0069,-6.0114
14154.8376,-6.0177,-6.0183,0.0068,-6.0115
14236.6227,-6.0178,-6.0183,0.0067,-6.0116
14318.8804,-6.0178,-6.0184,0.0066,-6.0117
14401.6133,-6.0178,-6.0184,0.0066,-6.0118
14484.8243,-6.0179,-6.0184,0.0065,-6.0120
14568.5161,-6.0179,-6.0185,0.0064,-6.0120
14652.6914,-6.0179,-6.0185,0.0063,-6.0121
14737.3530,-6.0180,-6.0185,0.0063,-6.0122
14822.5039,-6.0180,-6.0185,0.0062,-6.0123
14908.1467,-6.0180,-6.0185,0.0061,-6.0124
14994.2843,-6.0180,-6.0186,0.0060,-6.0125
15080.9197,-6.0181,-6.0186,0.0060,-6.0126
15168.0556,-6.0181,-6.0186,0.0059,-6.0127
15255.6950,-6.0181,-6.0186,0.0058,-6.0128
15343.8407,-6.0182,-6.0187,0.0058,-6.0129
15432.4958,-6.0182,-6.0187,0.0057,-6.0130
15521.6631,-6.0182,-6.0187,0.0056,-6.0131
15611.3456,-6.0182,-6.0187,0.0056,-6.0132
15701.5462,-6.0183,-6.0187,0.0055,-6.0132
15792.2681,-6.0183,-6.0188,0.0054,-6.0133
15883.5141,-6.0183,-6.0188,0.0054,-6.0134
15975.2873,-6.0183,-6.0188,0.0053,-6.0135
16067.5908,-6.0184,-6.0188,0.0053,-6.0136
16160.4276,-6.0184,-6.0189,0.0052,-6.0136
16253.8008,-6.0184,-6.0189,0.0051,-6.0137
16347.7135,-6.0184,-6.0189,0.0051,-6.0138
16442.1688,-6.0185,-6.0189,0.0050,-6.0139
16537.1699,-6.0185,-6.0189,0.0050,-6.0140
16632.7199,-6.0185,-6.0190,0.0049,-6.0140
16728.8219,-6.0185,-6.0190,0.0049,-6.0141
16825.4793,-6.0186,-6.0190,0.0048,-6.0142
16922.6951,-6.0186,-6.0190,0.0047,-6.0143
17020.4726,-6.0186,-6.0190,0.0047,-6.0143
17118.8150,-6.0186,-6.0190,0.0046,-6.0144
17217.7257,-6.0187,-6.0191,0.0046,-6.0145
17317.2078,-6.0187,-6.0191,0.0045,-6.0145
17417.2648,-6.0187,-6.0191,0.0045,-6.0146
17517.8998,-6.0187,-6.0191,0.0044,-6.0147
17619.1164,-6.0187,-6.0191,0.0044,-6.0148
17720.9177,-6.0188,-6.0191,0.0043,-6.0148
17823.3073,-6.0188,-6.0192,0.0043,-6.0149
17926.2884,-6.0188,-6.0192,0.0042,-6.0150
18029.8646,-6.0188,-6.0192,0.0042,-6.0150
18134.0392,-6.0189,-6.0192,0.0041,-6.0151
18238.8157,-6.0189,-6.0192,0.0041,-6.0151
18344.1976,-6.0189,-6.0192,0.0040,-6.0152
18450.1884,-6.0189,-6.0193,0.0040,-6.0153
18556.7916,-6.0189,-6.0193,0.0039,-6.0153
18664.0107,-6.0189,-6.0193,0.0039,-6.0154
18771.8493,-6.0190,-6.0193,0.0039,-6.0154
18880.3111,-6.0190,-6.0193,0.0038,-6.0155
18989.3994,-6.0190,-6.0193,0.0038,-6.0156
19099.1181,-6.0190,-6.0193,0.0037,-6.0156
19209.4708,-6.0190,-6.0194,0.0037,-6.0157
19320.4610,-6.0191,-6.0194,0.0036,-6.0157
19432.0926,-6.0191,-6.0194,0.0036,-6.0158
19544.3691,-6.0191,-6.0194,0.0036,-6.0158
19657.2943,-6.0191,-6.0194,0.0035,-6.0159
19770.8721,-6.0191,-6.0194,0.0035,-6.0160
19885.1060,-6.0191,-6.0194,0.0034,-6.0160
20000.0000,-6.0192,-6.0195,0.0034,-6.0161
