freq_Hz,woofer_dB,mid_dB,tweeter_raw_dB,tweeter_trimmed_dB,system_sum_raw_dB,system_sum_matched_dB
313.305,58.9330,89.2210,17.4076,10.4076,89.4849,89.4837
314.545,58.8027,89.2273,17.6403,10.6403,89.4872,89.4860
315.791,58.6724,89.2334,17.8731,10.8731,89.4894,89.4882
317.041,58.5420,89.2395,18.1057,11.1057,89.4916,89.4903
318.296,58.4115,89.2454,18.3383,11.3383,89.4938,89.4925
319.556,58.2808,89.2512,18.5709,11.5709,89.4959,89.4945
320.821,58.1501,89.2569,18.8034,11.8034,89.4980,89.4966
322.092,58.0193,89.2625,19.0359,12.0359,89.5000,89.4985
323.367,57.8884,89.2681,19.2683,12.2683,89.5020,89.5005
324.647,57.7573,89.2735,19.5007,12.5007,89.5039,89.5024
325.932,57.6262,89.2788,19.7330,12.7330,89.5058,89.5042
327.223,57.4950,89.2840,19.9652,12.9652,89.5076,89.5060
328.518,57.3638,89.2891,20.1975,13.1975,89.5094,89.5078
329.819,57.2324,89.2941,20.4296,13.4296,89.5112,89.5095
331.125,57.1009,89.2991,20.6617,13.6617,89.5129,89.5111
332.436,56.9694,89.3039,20.8938,13.8938,89.5145,89.5128
333.752,56.8377,89.3086,21.1258,14.1258,89.5162,89.5143
335.073,56.7060,89.3133,21.3578,14.3578,89.5178,89.5159
336.400,56.5742,89.3178,21.5896,14.5896,89.5193,89.5174
337.732,56.4423,89.3223,21.8215,14.8215,89.5208,89.5188
339.069,56.3104,89.3266,22.0533,15.0533,89.5223,89.5202
340.411,56.1783,89.3309,22.2850,15.2850,89.5237,89.5216
341.759,56.0462,89.3351,22.5167,15.5167,89.5251,89.5229
343.112,55.9140,89.3392,22.7483,15.7483,89.5264,89.5242
344.470,55.7818,89.3432,22.9798,15.9798,89.5277,89.5255
345.834,55.6494,89.3472,23.2113,16.2113,89.5290,89.5267
347.203,55.5170,89.3510,23.4427,16.4427,89.5302,89.5278
348.578,55.3845,89.3548,23.6741,16.6741,89.5314,89.5289
349.958,55.2520,89.3585,23.9054,16.9054,89.5325,89.5300
351.344,55.1193,89.3621,24.1367,17.1367,89.5337,89.5311
352.735,54.9866,89.3656,24.3678,17.3678,89.5347,89.5321
354.131,54.8539,89.3690,24.5989,17.5989,89.5358,89.5330
355.533,54.7210,89.3724,24.8300,17.8300,89.5368,89.5340
356.941,54.5881,89.3757,25.0610,18.0610,89.5377,89.5349
358.354,54.4552,89.3789,25.2919,18.2919,89.5387,89.5357
359.773,54.3221,89.3820,25.5228,18.5228,89.5396,89.5365
361.197,54.1890,89.3851,25.7535,18.7535,89.5404,89.5373
362.627,54.0559,89.3881,25.9843,18.9843,89.5412,89.5380
364.063,53.9227,89.3910,26.2149,19.2149,89.5420,89.5387
365.504,53.7894,89.3938,26.4455,19.4455,89.5428,89.5394
366.951,53.6561,89.3965,26.6760,19.6760,89.5435,89.5400
368.404,53.5227,89.3992,26.9064,19.9064,89.5442,89.5406
369.863,53.3892,89.4018,27.1368,20.1368,89.5448,89.5412
371.327,53.2557,89.4044,27.3671,20.3671,89.5454,89.5417
372.797,53.1221,89.4068,27.5973,20.5973,89.5460,89.5421
374.273,52.9885,89.4092,27.8274,20.8274,89.5465,89.5426
375.755,52.8548,89.4115,28.0575,21.0575,89.5470,89.5430
377.243,52.7211,89.4138,28.2874,21.2874,89.5475,89.5433
378.736,52.5873,89.4160,28.5173,21.5173,89.5479,89.5437
380.236,52.4535,89.4181,28.7472,21.7472,89.5483,89.5440
381.741,52.3196,89.4201,28.9769,21.9769,89.5487,89.5442
383.252,52.1856,89.4221,29.2066,22.2066,89.5491,89.5444
384.770,52.0517,89.4240,29.4362,22.4362,89.5494,89.5446
386.293,51.9176,89.4259,29.6657,22.6657,89.5496,89.5448
387.823,51.7835,89.4277,29.8951,22.8951,89.5499,89.5449
389.358,51.6494,89.4294,30.1244,23.1244,89.5501,89.5449
390.900,51.5152,89.4310,30.3537,23.3537,89.5503,89.5450
392.447,51.3810,89.4326,30.5828,23.5828,89.5504,89.5450
394.001,51.2467,89.4341,30.8119,23.8119,89.5505,89.5450
395.561,51.1124,89.4356,31.0409,24.0409,89.5506,89.5449
397.127,50.9780,89.4369,31.2698,24.2698,89.5506,89.5448
398.699,50.8436,89.4383,31.4986,24.4986,89.5507,89.5446
400.278,50.7092,89.4395,31.7273,24.7273,89.5506,89.5445
401.862,50.5747,89.4407,31.9559,24.9559,89.5506,89.5443
403.453,50.4401,89.4418,32.1845,25.1845,89.5505,89.5440
405.051,50.3056,89.4429,32.4129,25.4129,89.5504,89.5437
406.654,50.1709,89.4439,32.6413,25.6413,89.5503,89.5434
408.264,50.0363,89.4449,32.8695,25.8695,89.5501,89.5430
409.881,49.9016,89.4457,33.0976,26.0976,89.5499,89.5427
411.504,49.7669,89.4466,33.3257,26.3257,89.5496,89.5422
413.133,49.6321,89.4473,33.5536,26.5536,89.5494,89.5418
414.768,49.4973,89.4480,33.7815,26.7815,89.5491,89.5413
416.411,49.3624,89.4487,34.0092,27.0092,89.5488,89.5407
418.059,49.2275,89.4492,34.2369,27.2369,89.5484,89.5402
419.714,49.0926,89.4497,34.4644,27.4644,89.5480,89.5395
421.376,48.9577,89.4502,34.6918,27.6918,89.5476,89.5389
423.044,48.8227,89.4506,34.9192,27.9192,89.5471,89.5382
424.719,48.6877,89.4509,35.1464,28.1464,89.5467,89.5375
426.401,48.5526,89.4512,35.3735,28.3735,89.5461,89.5367
428.089,48.4175,89.4514,35.6005,28.6005,89.5456,89.5360
429.784,48.2824,89.4515,35.8274,28.8274,89.5450,89.5351
431.485,48.1472,89.4516,36.0541,29.0541,89.5444,89.5343
433.194,48.0120,89.4516,36.2808,29.2808,89.5438,89.5334
434.909,47.8768,89.4516,36.5073,29.5073,89.5431,89.5324
436.631,47.7416,89.4515,36.7338,29.7338,89.5424,89.5314
438.359,47.6063,89.4513,36.9601,29.9601,89.5417,89.5304
440.095,47.4710,89.4511,37.1863,30.1863,89.5410,89.5294
441.837,47.3356,89.4508,37.4123,30.4123,89.5402,89.5283
443.587,47.2003,89.4505,37.6383,30.6383,89.5394,89.5272
445.343,47.0649,89.4501,37.8641,30.8641,89.5385,89.5260
447.106,46.9294,89.4496,38.0898,31.0898,89.5377,89.5248
448.876,46.7940,89.4491,38.3154,31.3154,89.5368,89.5235
450.653,46.6585,89.4485,38.5408,31.5408,89.5358,89.5223
452.437,46.5230,89.4479,38.7661,31.7661,89.5349,89.5209
454.229,46.3875,89.4472,38.9913,31.9913,89.5339,89.5196
456.027,46.2519,89.4464,39.2163,32.2163,89.5328,89.5182
457.833,46.1163,89.4456,39.4413,32.4413,89.5318,89.5167
459.645,45.9807,89.4447,39.6660,32.6660,89.5307,89.5153
461.465,45.8451,89.4437,39.8907,32.8907,89.5296,89.5137
463.292,45.7094,89.4427,40.1152,33.1152,89.5285,89.5122
465.126,45.5737,89.4416,40.3396,33.3396,89.5273,89.5106
466.968,45.4380,89.4405,40.5638,33.5638,89.5261,89.5090
468.816,45.3023,89.4393,40.7879,33.7879,89.5249,89.5073
470.673,45.1665,89.4380,41.0118,34.0118,89.5236,89.5056
472.536,45.0307,89.4367,41.2356,34.2356,89.5223,89.5038
474.407,44.8949,89.4353,41.4593,34.4593,89.5210,89.5020
476.285,44.7591,89.4338,41.6828,34.6828,89.5197,89.5001
478.171,44.6233,89.4323,41.9061,34.9061,89.5183,89.4983
480.064,44.4874,89.4307,42.1293,35.1293,89.5169,89.4963
481.965,44.3515,89.4290,42.3524,35.3524,89.5154,89.4943
483.873,44.2156,89.4273,42.5753,35.5753,89.5140,89.4923
485.788,44.0797,89.4255,42.7980,35.7980,89.5125,89.4903
487.712,43.9437,89.4236,43.0206,36.0206,89.5110,89.4882
489.643,43.8077,89.4217,43.2430,36.2430,89.5094,89.4860
491.581,43.6717,89.4197,43.4652,36.4652,89.5078,89.4838
493.527,43.5357,89.4177,43.6873,36.6873,89.5062,89.4816
495.481,43.3997,89.4155,43.9093,36.9093,89.5046,89.4793
497.443,43.2637,89.4133,44.1310,37.1310,89.5029,89.4770
499.413,43.1276,89.4111,44.3526,37.3526,89.5012,89.4746
501.390,42.9915,89.4087,44.5740,37.5740,89.4995,89.4722
503.375,42.8554,89.4063,44.7953,37.7953,89.4978,89.4698
505.368,42.7193,89.4038,45.0163,38.0163,89.4960,89.4672
507.369,42.5832,89.4013,45.2372,38.2372,89.4942,89.4647
509.377,42.4470,89.3987,45.4579,38.4579,89.4923,89.4621
511.394,42.3108,89.3960,45.6785,38.6785,89.4905,89.4594
513.419,42.1746,89.3932,45.8988,38.8988,89.4886,89.4567
515.451,42.0384,89.3903,46.1190,39.1190,89.4867,89.4540
517.492,41.9022,89.3874,46.3390,39.3390,89.4847,89.4512
519.541,41.7660,89.3844,46.5588,39.5588,89.4827,89.4484
521.598,41.6297,89.3814,46.7784,39.7784,89.4807,89.4455
523.663,41.4935,89.3782,46.9978,39.9978,89.4787,89.4425
525.736,41.3572,89.3750,47.2170,40.2170,89.4767,89.4395
527.818,41.2209,89.3717,47.4360,40.4360,89.4746,89.4365
529.907,41.0846,89.3683,47.6548,40.6548,89.4725,89.4334
532.005,40.9483,89.3649,47.8734,40.8734,89.4703,89.4303
534.112,40.8119,89.3613,48.0919,41.0919,89.4682,89.4271
536.226,40.6756,89.3577,48.3101,41.3101,89.4660,89.4238
538.349,40.5392,89.3540,48.5281,41.5281,89.4638,89.4205
540.481,40.4028,89.3502,48.7459,41.7459,89.4615,89.4172
542.621,40.2664,89.3463,48.9635,41.9635,89.4593,89.4137
544.769,40.1300,89.3424,49.1808,42.1808,89.4570,89.4103
546.926,39.9936,89.3384,49.3980,42.3980,89.4546,89.4068
549.091,39.8571,89.3342,49.6149,42.6149,89.4523,89.4032
551.265,39.7207,89.3300,49.8317,42.8317,89.4499,89.3996
553.447,39.5842,89.3257,50.0482,43.0482,89.4475,89.3959
555.639,39.4478,89.3213,50.2644,43.2644,89.4451,89.3922
557.838,39.3113,89.3169,50.4805,43.4805,89.4427,89.3884
560.047,39.1748,89.3123,50.6963,43.6963,89.4402,89.3845
562.264,39.0383,89.3076,50.9119,43.9119,89.4377,89.3806
564.490,38.9018,89.3029,51.1272,44.1272,89.4352,89.3766
566.725,38.7652,89.2980,51.3424,44.3424,89.4327,89.3726
568.969,38.6287,89.2931,51.5572,44.5572,89.4302,89.3685
571.222,38.4921,89.2880,51.7719,44.7719,89.4276,89.3644
573.483,38.3556,89.2829,51.9863,44.9863,89.4250,89.3602
575.754,38.2190,89.2777,52.2004,45.2004,89.4224,89.3559
578.033,38.0824,89.2723,52.4143,45.4143,89.4197,89.3516
580.322,37.9458,89.2669,52.6280,45.6280,89.4171,89.3473
582.619,37.8092,89.2614,52.8414,45.8414,89.4144,89.3428
584.926,37.6726,89.2557,53.0545,46.0545,89.4117,89.3383
587.242,37.5360,89.2500,53.2674,46.2674,89.4090,89.3337
589.567,37.3994,89.2441,53.4800,46.4800,89.4063,89.3291
591.901,37.2627,89.2382,53.6924,46.6924,89.4035,89.3244
594.244,37.1261,89.2321,53.9045,46.9045,89.4008,89.3197
596.597,36.9894,89.2260,54.1163,47.1163,89.3980,89.3149
598.959,36.8527,89.2197,54.3278,47.3278,89.3952,89.3100
601.330,36.7160,89.2133,54.5391,47.5391,89.3924,89.3050
603.711,36.5794,89.2068,54.7501,47.7501,89.3896,89.3000
606.101,36.4427,89.2002,54.9608,47.9608,89.3867,89.2949
608.501,36.3060,89.1934,55.1712,48.1712,89.3839,89.2898
610.910,36.1692,89.1866,55.3814,48.3814,89.3810,89.2846
613.329,36.0325,89.1796,55.5912,48.5912,89.3781,89.2793
615.757,35.8958,89.1725,55.8008,48.8008,89.3753,89.2740
618.195,35.7590,89.1653,56.0101,49.0101,89.3724,89.2685
620.642,35.6223,89.1579,56.2191,49.2191,89.3695,89.2631
623.100,35.4855,89.1505,56.4277,49.4277,89.3665,89.2575
625.567,35.3488,89.1429,56.6361,49.6361,89.3636,89.2519
628.043,35.2120,89.1352,56.8442,49.8442,89.3607,89.2462
630.530,35.0752,89.1273,57.0520,50.0520,89.3578,89.2404
633.026,34.9384,89.1194,57.2594,50.2594,89.3548,89.2346
635.532,34.8016,89.1113,57.4665,50.4665,89.3519,89.2287
638.049,34.6648,89.1030,57.6734,50.6734,89.3490,89.2227
640.575,34.5280,89.0946,57.8799,50.8799,89.3460,89.2167
643.111,34.3912,89.0861,58.0860,51.0860,89.3431,89.2106
645.657,34.2544,89.0775,58.2919,51.2919,89.3401,89.2044
648.213,34.1176,89.0687,58.4974,51.4974,89.3372,89.1981
650.780,33.9807,89.0597,58.7026,51.7026,89.3343,89.1918
653.356,33.8439,89.0507,58.9074,51.9074,89.3313,89.1854
655.943,33.7070,89.0414,59.1119,52.1119,89.3284,89.1789
658.540,33.5702,89.0321,59.3161,52.3161,89.3255,89.1723
661.147,33.4333,89.0225,59.5199,52.5199,89.3226,89.1657
663.765,33.2965,89.0129,59.7234,52.7234,89.3197,89.1590
666.393,33.1596,89.0030,59.9265,52.9265,89.3168,89.1522
669.031,33.0227,88.9930,60.1293,53.1293,89.3139,89.1453
671.680,32.8858,88.9829,60.3317,53.3317,89.3110,89.1384
674.339,32.7489,88.9726,60.5338,53.5338,89.3082,89.1314
677.009,32.6120,88.9621,60.7355,53.7355,89.3054,89.1243
679.689,32.4751,88.9515,60.9368,53.9368,89.3025,89.1171
682.380,32.3382,88.9407,61.1377,54.1377,89.2997,89.1099
685.082,32.2013,88.9297,61.3383,54.3383,89.2970,89.1026
687.794,32.0644,88.9186,61.5385,54.5385,89.2942,89.0952
690.517,31.9275,88.9073,61.7383,54.7383,89.2915,89.0877
693.251,31.7906,88.8958,61.9377,54.9377,89.2888,89.0801
695.996,31.6536,88.8842,62.1368,55.1368,89.2861,89.0725
698.751,31.5167,88.8723,62.3354,55.3354,89.2835,89.0648
701.518,31.3797,88.8603,62.5336,55.5336,89.2808,89.0570
704.295,31.2428,88.8481,62.7315,55.7315,89.2783,89.0491
707.083,31.1058,88.8357,62.9289,55.9289,89.2757,89.0411
709.883,30.9689,88.8232,63.1260,56.1260,89.2732,89.0331
712.693,30.8319,88.8104,63.3226,56.3226,89.2707,89.0250
715.515,30.6949,88.7975,63.5188,56.5188,89.2683,89.0168
718.348,30.5580,88.7843,63.7146,56.7146,89.2659,89.0085
721.192,30.4210,88.7710,63.9100,56.9100,89.2636,89.0001
724.047,30.2840,88.7575,64.1050,57.1050,89.2613,88.9917
726.914,30.1470,88.7437,64.2995,57.2995,89.2591,88.9832
729.792,30.0100,88.7298,64.4936,57.4936,89.2569,88.9746
732.681,29.8730,88.7156,64.6873,57.6873,89.2547,88.9659
735.582,29.7360,88.7013,64.8805,57.8805,89.2526,88.9572
738.494,29.5990,88.6867,65.0733,58.0733,89.2506,88.9483
741.418,29.4620,88.6719,65.2656,58.2656,89.2487,88.9394
744.353,29.3250,88.6569,65.4575,58.4575,89.2468,88.9304
747.300,29.1880,88.6417,65.6490,58.6490,89.2449,88.9213
750.259,29.0510,88.6263,65.8399,58.8399,89.2432,88.9121
753.229,28.9140,88.6106,66.0305,59.0305,89.2415,88.9029
756.212,28.7769,88.5947,66.2205,59.2205,89.2399,88.8936
759.205,28.6399,88.5786,66.4101,59.4101,89.2383,88.8842
762.211,28.5029,88.5622,66.5992,59.5992,89.2369,88.8747
765.229,28.3658,88.5457,66.7878,59.7878,89.2355,88.8651
768.259,28.2288,88.5288,66.9760,59.9760,89.2342,88.8555
771.300,28.0918,88.5118,67.1637,60.1637,89.2330,88.8457
774.354,27.9547,88.4945,67.3509,60.3509,89.2319,88.8359
777.420,27.8177,88.4769,67.5376,60.5376,89.2308,88.8261
780.498,27.6806,88.4591,67.7238,60.7238,89.2299,88.8161
783.588,27.5436,88.4410,67.9095,60.9095,89.2291,88.8061
786.690,27.4065,88.4227,68.0946,61.0946,89.2283,88.7959
789.805,27.2694,88.4042,68.2793,61.2793,89.2277,88.7857
792.932,27.1324,88.3854,68.4635,61.4635,89.2272,88.7755
796.071,26.9953,88.3663,68.6472,61.6472,89.2268,88.7651
799.223,26.8582,88.3469,68.8303,61.8303,89.2265,88.7547
802.387,26.7211,88.3273,69.0130,62.0130,89.2263,88.7442
805.564,26.5841,88.3074,69.1951,62.1951,89.2262,88.7336
808.753,26.4470,88.2872,69.3766,62.3766,89.2263,88.7230
811.955,26.3099,88.2668,69.5577,62.5577,89.2265,88.7122
815.170,26.1728,88.2461,69.7382,62.7382,89.2268,88.7014
818.397,26.0357,88.2250,69.9181,62.9181,89.2272,88.6906
821.637,25.8986,88.2037,70.0975,63.0975,89.2278,88.6796
824.890,25.7615,88.1822,70.2764,63.2764,89.2285,88.6686
828.156,25.6244,88.1603,70.4547,63.4547,89.2294,88.6575
831.435,25.4873,88.1381,70.6324,63.6324,89.2304,88.6464
834.727,25.3502,88.1156,70.8096,63.8096,89.2315,88.6351
838.031,25.2131,88.0928,70.9862,63.9862,89.2328,88.6239
841.349,25.0760,88.0697,71.1623,64.1623,89.2343,88.6125
844.680,24.9389,88.0464,71.3377,64.3377,89.2359,88.6011
848.024,24.8018,88.0226,71.5126,64.5126,89.2377,88.5896
851.382,24.6647,87.9986,71.6869,64.6869,89.2396,88.5780
854.753,24.5276,87.9743,71.8607,64.8607,89.2417,88.5664
858.137,24.3904,87.9496,72.0338,65.0338,89.2440,88.5547
861.534,24.2533,87.9246,72.2064,65.2064,89.2465,88.5430
864.945,24.1162,87.8993,72.3783,65.3783,89.2491,88.5312
868.370,23.9791,87.8737,72.5497,65.5497,89.2519,88.5193
871.808,23.8419,87.8477,72.7204,65.7204,89.2549,88.5074
875.259,23.7048,87.8214,72.8905,65.8905,89.2581,88.4954
878.724,23.5677,87.7947,73.0601,66.0601,89.2615,88.4834
882.203,23.4305,87.7677,73.2290,66.2290,89.2650,88.4713
885.696,23.2934,87.7404,73.3972,66.3972,89.2688,88.4591
889.203,23.1563,87.7127,73.5649,66.5649,89.2728,88.4470
892.723,23.0191,87.6846,73.7319,66.7319,89.2769,88.4347
896.258,22.8820,87.6562,73.8983,66.8983,89.2813,88.4224
899.806,22.7448,87.6274,74.0641,67.0641,89.2859,88.4101
903.369,22.6077,87.5983,74.2292,67.2292,89.2907,88.3977
906.945,22.4705,87.5688,74.3937,67.3937,89.2957,88.3853
910.536,22.3334,87.5389,74.5575,67.5575,89.3009,88.3728
914.141,22.1962,87.5087,74.7207,67.7207,89.3064,88.3603
917.760,22.0591,87.4781,74.8832,67.8832,89.3121,88.3477
921.393,21.9219,87.4471,75.0451,68.0451,89.3180,88.3352
925.041,21.7848,87.4157,75.2063,68.2063,89.3241,88.3225
928.704,21.6476,87.3839,75.3669,68.3669,89.3305,88.3099
932.381,21.5104,87.3517,75.5267,68.5267,89.3371,88.2972
936.072,21.3733,87.3192,75.6859,68.6859,89.3440,88.2845
939.778,21.2361,87.2862,75.8444,68.8444,89.3511,88.2717
943.499,21.0989,87.2529,76.0023,69.0023,89.3584,88.2590
947.234,20.9618,87.2191,76.1594,69.1594,89.3660,88.2462
950.984,20.8246,87.1850,76.3159,69.3159,89.3738,88.2333
954.750,20.6874,87.1504,76.4717,69.4717,89.3819,88.2205
958.530,20.5503,87.1154,76.6268,69.6268,89.3903,88.2076
962.325,20.4131,87.0800,76.7812,69.7812,89.3988,88.1948
966.134,20.2759,87.0442,76.9349,69.9349,89.4077,88.1819
969.960,20.1387,87.0079,77.0878,70.0878,89.4168,88.1690
973.800,20.0016,86.9713,77.2401,70.2401,89.4262,88.1561
977.655,19.8644,86.9342,77.3917,70.3917,89.4358,88.1431
981.526,19.7272,86.8967,77.5425,70.5425,89.4457,88.1302
985.412,19.5900,86.8587,77.6927,70.6927,89.4559,88.1173
989.313,19.4528,86.8203,77.8421,70.8421,89.4664,88.1044
993.230,19.3156,86.7815,77.9908,70.9908,89.4771,88.0914
997.162,19.1785,86.7422,78.1387,71.1387,89.4881,88.0785
1001.110,19.0413,86.7025,78.2860,71.2860,89.4993,88.0656
1005.074,18.9041,86.6623,78.4325,71.4325,89.5109,88.0527
1009.053,18.7669,86.6217,78.5782,71.5782,89.5227,88.0398
1013.048,18.6297,86.5806,78.7233,71.7233,89.5348,88.0269
1017.059,18.4925,86.5391,78.8676,71.8676,89.5471,88.0140
1021.085,18.3553,86.4971,79.0111,72.0111,89.5598,88.0012
1025.128,18.2181,86.4546,79.1539,72.1539,89.5727,87.9883
1029.187,18.0809,86.4117,79.2960,72.2960,89.5859,87.9755
1033.261,17.9437,86.3683,79.4373,72.4373,89.5994,87.9627
1037.352,17.8065,86.3244,79.5778,72.5778,89.6131,87.9500
1041.459,17.6693,86.2801,79.7176,72.7176,89.6272,87.9372
1045.583,17.5321,86.2352,79.8566,72.8566,89.6415,87.9246
1049.722,17.3949,86.1899,79.9949,72.9949,89.6561,87.9119
1053.878,17.2577,86.1442,80.1324,73.1324,89.6710,87.8993
1058.051,17.1205,86.0979,80.2691,73.2691,89.6862,87.8867
1062.240,16.9833,86.0511,80.4051,73.4051,89.7016,87.8742
1066.445,16.8461,86.0039,80.5403,73.5403,89.7174,87.8617
1070.667,16.7089,85.9562,80.6747,73.6747,89.7334,87.8492
1074.906,16.5717,85.9079,80.8083,73.8083,89.7496,87.8369
1079.162,16.4345,85.8592,80.9412,73.9412,89.7662,87.8245
1083.434,16.2972,85.8100,81.0733,74.0733,89.7830,87.8122
1087.724,16.1600,85.7602,81.2046,74.2046,89.8001,87.8000
1092.030,16.0228,85.7100,81.3352,74.3352,89.8175,87.7879
1096.354,15.8856,85.6593,81.4649,74.4649,89.8352,87.7758
1100.695,15.7484,85.6080,81.5939,74.5939,89.8531,87.7638
1105.052,15.6112,85.5563,81.7220,74.7220,89.8713,87.7518
1109.427,15.4740,85.5040,81.8494,74.8494,89.8898,87.7399
1113.820,15.3367,85.4512,81.9760,74.9760,89.9085,87.7281
1118.229,15.1995,85.3979,82.1018,75.1018,89.9275,87.7164
1122.657,15.0623,85.3441,82.2268,75.2268,89.9467,87.7047
1127.101,14.9251,85.2898,82.3510,75.3510,89.9662,87.6932
1131.564,14.7879,85.2349,82.4744,75.4744,89.9860,87.6817
1136.044,14.6506,85.1796,82.5970,75.5970,90.0060,87.6703
1140.542,14.5134,85.1237,82.7189,75.7189,90.0263,87.6590
1145.057,14.3762,85.0673,82.8399,75.8399,90.0468,87.6478
1149.591,14.2390,85.0103,82.9601,75.9601,90.0676,87.6366
1154.142,14.1017,84.9528,83.0795,76.0795,90.0886,87.6256
1158.711,13.9645,84.8948,83.1982,76.1982,90.1098,87.6147
1163.299,13.8273,84.8363,83.3160,76.3160,90.1313,87.6039
1167.905,13.6901,84.7772,83.4330,76.4330,90.1530,87.5931
1172.528,13.5528,84.7176,83.5492,76.5492,90.1749,87.5825
1177.171,13.4156,84.6575,83.6646,76.6646,90.1971,87.5720
1181.831,13.2784,84.5968,83.7792,76.7792,90.2195,87.5616
1186.510,13.1412,84.5356,83.8930,76.8930,90.2421,87.5513
1191.208,13.0039,84.4739,84.0060,77.0060,90.2649,87.5412
1195.924,12.8667,84.4116,84.1182,77.1182,90.2879,87.5311
1200.659,12.7295,84.3488,84.2296,77.2296,90.3111,87.5212
1205.412,12.5922,84.2854,84.3402,77.3402,90.3346,87.5114
1210.185,12.4550,84.2215,84.4500,77.4500,90.3582,87.5017
1214.976,12.3178,84.1571,84.5590,77.5590,90.3820,87.4921
1219.786,12.1805,84.0921,84.6671,77.6671,90.4060,87.4827
1224.616,12.0433,84.0265,84.7745,77.7745,90.4302,87.4734
1229.464,11.9061,83.9605,84.8811,77.8811,90.4546,87.4642
1234.332,11.7688,83.8939,84.9868,77.9868,90.4791,87.4551
1239.219,11.6316,83.8267,85.0918,78.0918,90.5039,87.4462
1244.125,11.4943,83.7590,85.1960,78.1960,90.5287,87.4374
1249.050,11.3571,83.6908,85.2993,78.2993,90.5538,87.4288
1253.996,11.2199,83.6220,85.4019,78.4019,90.5790,87.4203
1258.960,11.0826,83.5527,85.5037,78.5037,90.6044,87.4119
1263.945,10.9454,83.4828,85.6046,78.6046,90.6299,87.4037
1268.949,10.8081,83.4124,85.7048,78.7048,90.6555,87.3956
1273.973,10.6709,83.3415,85.8042,78.8042,90.6813,87.3877
1279.017,10.5337,83.2700,85.9028,78.9028,90.7072,87.3799
1284.080,10.3964,83.1979,86.0006,79.0006,90.7332,87.3722
1289.164,10.2592,83.1254,86.0976,79.0976,90.7594,87.3647
1294.268,10.1219,83.0522,86.1938,79.1938,90.7857,87.3573
1299.392,9.9847,82.9786,86.2892,79.2892,90.8121,87.3501
1304.537,9.8474,82.9044,86.3839,79.3839,90.8386,87.3430
1309.702,9.7102,82.8296,86.4777,79.4777,90.8652,87.3361
1314.887,9.5730,82.7544,86.5708,79.5708,90.8919,87.3294
1320.093,9.4357,82.6786,86.6631,79.6631,90.9187,87.3227
1325.319,9.2985,82.6022,86.7546,79.7546,90.9455,87.3163
1330.566,9.1612,82.5253,86.8453,79.8453,90.9725,87.3100
1335.834,9.0240,82.4479,86.9353,79.9353,90.9995,87.3038
1341.123,8.8867,82.3700,87.0245,80.0245,91.0266,87.2978
1346.433,8.7495,82.2915,87.1129,80.1129,91.0538,87.2919
1351.763,8.6122,82.2125,87.2006,80.2006,91.0810,87.2862
1357.115,8.4750,82.1329,87.2874,80.2874,91.1083,87.2807
1362.488,8.3377,82.0529,87.3736,80.3736,91.1356,87.2753
1367.883,8.2005,81.9723,87.4589,80.4589,91.1630,87.2701
1373.298,8.0632,81.8911,87.5435,80.5435,91.1904,87.2650
1378.735,7.9260,81.8095,87.6274,80.6274,91.2179,87.2601
1384.194,7.7887,81.7273,87.7105,80.7105,91.2454,87.2553
1389.674,7.6515,81.6446,87.7928,80.7928,91.2729,87.2507
1395.176,7.5142,81.5614,87.8744,80.8744,91.3004,87.2462
1400.700,7.3770,81.4777,87.9553,80.9553,91.3280,87.2419
1406.245,7.2397,81.3934,88.0354,81.0354,91.3555,87.2377
1411.813,7.1025,81.3087,88.1147,81.1147,91.3831,87.2337
1417.402,6.9652,81.2234,88.1934,81.1934,91.4107,87.2299
1423.014,6.8280,81.1376,88.2713,81.2713,91.4382,87.2262
1428.648,6.6907,81.0514,88.3485,81.3485,91.4658,87.2226
1434.304,6.5534,80.9646,88.4249,81.4249,91.4933,87.2192
1439.983,6.4162,80.8773,88.5007,81.5007,91.5209,87.2159
1445.684,6.2789,80.7895,88.5757,81.5757,91.5484,87.2128
1451.408,6.1417,80.7012,88.6500,81.6500,91.5758,87.2099
1457.154,6.0044,80.6124,88.7235,81.7235,91.6033,87.2071
1462.923,5.8672,80.5231,88.7964,81.7964,91.6307,87.2044
1468.715,5.7299,80.4333,88.8686,81.8686,91.6581,87.2019
1474.530,5.5927,80.3430,88.9401,81.9401,91.6854,87.1995
1480.368,5.4554,80.2523,89.0108,82.0108,91.7127,87.1973
1486.229,5.3181,80.1610,89.0809,82.0809,91.7400,87.1952
1492.113,5.1809,80.0693,89.1503,82.1503,91.7672,87.1933
1498.020,5.0436,79.9771,89.2190,82.2190,91.7943,87.1915
1503.951,4.9064,79.8844,89.2870,82.2870,91.8213,87.1898
1509.905,4.7691,79.7913,89.3543,82.3543,91.8483,87.1883
1515.883,4.6319,79.6976,89.4210,82.4210,91.8753,87.1869
1521.885,4.4946,79.6035,89.4870,82.4870,91.9021,87.1856
1527.910,4.3573,79.5090,89.5523,82.5523,91.9289,87.1845
1533.959,4.2201,79.4139,89.6170,82.6170,91.9556,87.1835
1540.033,4.0828,79.3185,89.6810,82.6810,91.9822,87.1826
1546.130,3.9456,79.2225,89.7444,82.7444,92.0088,87.1819
1552.251,3.8083,79.1261,89.8070,82.8070,92.0352,87.1813
